Date,Ticker,Strike,Type,Last_Price,Amount_Money,Open,High,Low,Prev_Close,Volume_Units,Implied_Volatility,VE_Pct,Return,Original_Strike
2022-12-16,GFGC200.FE,200.0,Call,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,200.0
2022-12-16,GFGC20729F,207.29,Call,69.0,139900.0,70.0,70.0,69.0,72.0,20.0,3.814697265625e-05,0.07464021781407999,-0.04166666666666663,207.29
2022-12-16,GFGC220.FE,220.0,Call,65.0,12250.0,57.5,65.0,57.5,66.0,2.0,0.6840133666992188,0.10851808634772453,-0.015151515151515138,220.0
2022-12-16,GFGC230.FE,230.0,Call,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,230.0
2022-12-16,GFGC240.FE,240.0,Call,41.285,12389322.0,41.0,42.0,39.5,40.695,3025.0,0.25783538818359375,0.0940684558537533,0.014498095589138726,240.0
2022-12-16,GFGC24729F,247.29,Call,35.417,1054438.0,34.0,35.5,33.9,33.255,307.0,0.26874542236328125,0.09959937767405666,0.06501278003307775,247.29
2022-12-16,GFGC260.FE,260.0,Call,25.286,9270609.0,24.6,26.0,24.35,24.319,3706.0,0.24990081787109375,0.09835083625048618,0.039763148155762984,260.0
2022-12-16,GFGC26729F,267.29,Call,20.142,7266214.0,22.99,23.0,19.3,19.622,3636.0,0.24524688720703125,0.07834305717619602,0.026500866374477683,267.29
2022-12-16,GFGC280.FE,280.0,Call,13.565,24957891.0,13.34,14.48,12.0,12.941,18633.0,0.26271820068359375,0.052761571373006605,0.04821883934780913,280.0
2022-12-16,GFGC290.FE,290.0,Call,9.431,6051111.0,9.0,9.942,8.92,9.084,6478.0,0.26737213134765625,0.03668222481524698,0.03819903126376034,290.0
2022-12-16,GFGC300.FE,300.0,Call,6.718,6595377.0,6.85,7.105,6.202,6.61,9862.0,0.28079986572265625,0.02612991054064566,0.016338880484114915,300.0
2022-12-16,GFGC310.FE,310.0,Call,4.63,1565472.0,4.85,5.1,4.35,4.643,3433.0,0.28911590576171875,0.018008556981719173,-0.002799913848804625,310.0
2022-12-16,GFGC320.FE,320.0,Call,3.379,403036.0,3.9,3.9,3.01,3.602,1249.0,0.30429840087890625,0.013142746013224425,-0.06191004997223759,320.0
2022-12-16,GFGC32729F,327.29,Call,2.65,949678.0,3.0,3.0,2.45,2.81,3652.0,0.31276702880859375,0.010307273434461297,-0.05693950177935947,327.29
2022-12-16,GFGC340.FE,340.0,Call,1.85,59305.0,1.866,1.975,1.6,0.0,318.0,0.33176422119140625,0.007195643718397511,0.0,340.0
2022-12-16,GFGC350.FE,350.0,Call,1.46,294941.0,1.55,1.8,1.351,1.713,2005.0,0.34854888916015625,0.005678724231816413,-0.1476941039112668,350.0
2022-12-16,GFGC35729F,357.29,Call,1.195,198591.0,1.4,1.4,1.066,1.388,1576.0,0.35724639892578125,0.004647996888370284,-0.1390489913544668,357.29
2022-12-16,GFGV200.FE,200.0,Put,0.125,14088.0,0.12,0.13,0.08,0.1,1282.0,0.37265777587890625,0.0004861921431349669,0.25,200.0
2022-12-16,GFGV20729F,207.29,Put,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,207.29
2022-12-16,GFGV220.FE,220.0,Put,0.448,89937.0,0.41,0.54,0.36,0.409,1991.0,0.34473419189453125,0.0017425126409957214,0.09535452322738402,220.0
2022-12-16,GFGV230.FE,230.0,Put,0.806,109214.0,0.787,0.97,0.78,0.75,1243.0,0.33123016357421875,0.0031349669389342666,0.07466666666666666,230.0
2022-12-16,GFGV240.FE,240.0,Put,1.75,702602.0,1.7,1.999,1.469,1.613,4024.0,0.33786773681640625,0.006806690003889537,0.08493490390576564,240.0
2022-12-16,GFGV24729F,247.29,Put,3.032,1622416.0,3.7,3.7,2.548,2.989,5267.0,0.35091400146484375,0.011793076623881757,0.014386082301773184,247.29
2022-12-16,GFGV260.FE,260.0,Put,6.826,4067000.0,6.2,7.39,5.51,6.456,6080.0,0.38402557373046875,0.015270322831583126,0.05731102850061953,260.0
2022-12-16,GFGV26729F,267.29,Put,10.956,292586.0,10.0,12.88,9.5,10.93,257.0,0.43354034423828125,0.002979385453131084,0.0023787740164684656,267.29
2022-12-16,GFGV280.FE,280.0,Put,21.403,787300.0,20.0,23.0,20.0,21.66,362.0,0.5614089965820312,-0.00582263710618428,-0.011865189289012035,280.0
2022-12-16,GFGV290.FE,290.0,Put,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,290.0
2022-12-16,GFGV300.FE,300.0,Put,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,300.0
2022-12-16,GFGV310.FE,310.0,Put,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,310.0
2022-12-16,GFGV320.FE,320.0,Put,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,320.0
2022-12-16,GFGV32729F,327.29,Put,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,327.29
2022-12-16,GFGV340.FE,340.0,Put,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,340.0
2022-12-16,GFGV350.FE,350.0,Put,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,350.0
2022-12-16,GFGV35729F,357.29,Put,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,357.29
2022-12-19,GFGC200.FE,200.0,Call,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,200.0
2022-12-19,GFGC20729F,207.29,Call,71.0,7100.0,71.0,71.0,71.0,69.0,1.0,3.814697265625e-05,0.05372964786065872,0.02898550724637672,207.29
2022-12-19,GFGC220.FE,220.0,Call,0.0,0.0,0.0,0.0,0.0,65.0,0.0,,,0.0,220.0
2022-12-19,GFGC230.FE,230.0,Call,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,230.0
2022-12-19,GFGC240.FE,240.0,Call,46.949,7121334.0,41.0,46.949,40.5,41.285,1612.0,3.814697265625e-05,0.08651647103369925,0.13719268499455017,240.0
2022-12-19,GFGC24729F,247.29,Call,42.0,767361.0,34.501,42.0,34.501,35.417,204.0,0.30612945556640625,0.09538053767512293,0.18587119180054779,247.29
2022-12-19,GFGC260.FE,260.0,Call,30.766,8679587.0,25.3,30.99,24.5,25.286,3083.0,0.24692535400390625,0.10096932979931834,0.2167207150201691,260.0
2022-12-19,GFGC26729F,267.29,Call,25.218,9358009.0,20.142,25.3,17.2,20.142,4080.0,0.24555206298828125,0.09548655812192351,0.25201072386058976,267.29
2022-12-19,GFGC280.FE,280.0,Call,16.796,26059071.0,13.565,17.0,13.21,13.565,17012.0,0.24440765380859375,0.06359712230215826,0.23818650939918906,280.0
2022-12-19,GFGC290.FE,290.0,Call,11.907,9303676.0,9.0,12.0,8.969,9.431,8668.0,0.25333404541015625,0.045085195001893216,0.26253843706923985,290.0
2022-12-19,GFGC300.FE,300.0,Call,8.59,11394516.0,6.8,8.65,6.45,6.718,14944.0,0.27027130126953125,0.032525558500567965,0.27865436141708844,300.0
2022-12-19,GFGC310.FE,310.0,Call,5.92,5217007.0,4.6,6.0,4.5,4.63,9760.0,0.27866363525390625,0.02241575160923892,0.2786177105831533,310.0
2022-12-19,GFGC320.FE,320.0,Call,3.923,1662747.0,3.29,4.0,3.0,3.379,4669.0,0.28347015380859375,0.014854221885649374,0.1609943770346256,320.0
2022-12-19,GFGC32729F,327.29,Call,3.112,1208892.0,2.6,3.128,2.52,2.65,4242.0,0.29521942138671875,0.011783415372964786,0.17433962264150948,327.29
2022-12-19,GFGC340.FE,340.0,Call,2.0,15834.0,2.2,2.2,2.0,1.85,78.0,0.30956268310546875,0.0075728890571753115,0.08108108108108092,340.0
2022-12-19,GFGC350.FE,350.0,Call,1.7,481183.0,1.45,1.749,1.45,1.46,2970.0,0.33504486083984375,0.006436955698599015,0.1643835616438356,350.0
