Date,Ticker,Strike,Type,Last_Price,Amount_Money,Open,High,Low,Prev_Close,Volume_Units,Implied_Volatility,VE_Pct,Parity,Return,Original_Strike
2022-02-18,GFGC132.AB,132.0,Call,72.001,264280.0,75.0,82.9,71.001,71.55,35.0,3.814697265625e-05,0.0089070227497528,70.19999999999999,0.006303284416492083,132.0
2022-02-18,GFGC135.AB,135.0,Call,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,67.19999999999999,0.0,135.0
2022-02-18,GFGC140.AB,140.0,Call,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,62.19999999999999,0.0,140.0
2022-02-18,GFGC145.AB,145.0,Call,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,57.19999999999999,0.0,145.0
2022-02-18,GFGC150.AB,150.0,Call,0.0,0.0,0.0,0.0,0.0,60.0,0.0,,,52.19999999999999,0.0,150.0
2022-02-18,GFGC155.AB,155.0,Call,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,47.19999999999999,0.0,155.0
2022-02-18,GFGC160.AB,160.0,Call,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,42.19999999999999,0.0,160.0
2022-02-18,GFGC165.AB,165.0,Call,0.0,0.0,0.0,0.0,0.0,52.0,0.0,,,37.19999999999999,0.0,165.0
2022-02-18,GFGC170.AB,170.0,Call,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,32.19999999999999,0.0,170.0
2022-02-18,GFGC175.AB,175.0,Call,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,27.19999999999999,0.0,175.0
2022-02-18,GFGC180.AB,180.0,Call,36.0,3600.0,36.0,36.0,36.0,0.0,1.0,0.5141067504882812,0.06824925816023746,22.19999999999999,0.0,180.0
2022-02-18,GFGC185.AB,185.0,Call,31.591,137050.0,28.0,32.0,28.0,36.154,45.0,0.47588348388671875,0.07117210682492588,17.19999999999999,-0.12621010123361187,185.0
2022-02-18,GFGC190.AB,190.0,Call,27.54,2769705.0,26.5,28.5,25.26,26.442,1038.0,0.45124053955078125,0.07586547972304654,12.199999999999989,0.04152484683458124,190.0
2022-02-18,GFGC195.AB,195.0,Call,24.692,3120497.0,23.0,27.0,20.35,22.8,1323.0,0.46901702880859375,0.08650840751730966,7.199999999999989,0.08298245614035094,195.0
2022-02-18,GFGC200.AB,200.0,Call,21.617,9766513.0,21.0,22.5,19.0,20.591,4728.0,0.46703338623046875,0.09602868447082104,2.1999999999999886,0.04982759458015629,200.0
2022-02-18,GFGC210.AB,210.0,Call,16.432,9981304.0,15.5,16.8,14.4,15.599,6377.0,0.47046661376953125,0.08126607319485657,7.800000000000011,0.05340085902942482,210.0
2022-02-18,GFGC220.AB,220.0,Call,12.365,19275452.0,11.7,12.6,10.355,11.607,16593.0,0.47779083251953125,0.061152324431256185,17.80000000000001,0.0653054191436202,220.0
2022-02-18,GFGC230.AB,230.0,Call,8.917,8809724.0,8.7,9.1,7.5,8.338,10485.0,0.47573089599609375,0.044099901088031655,27.80000000000001,0.06944111297673317,230.0
2022-02-18,GFGC240.AB,240.0,Call,6.469,7441162.0,5.95,6.899,5.311,6.017,12269.0,0.48107147216796875,0.03199307616221563,37.80000000000001,0.07512049193950476,240.0
2022-02-18,GFGC250.AB,250.0,Call,4.485,3384675.0,4.499,4.75,3.8,4.353,7934.0,0.47939300537109375,0.022181008902077155,47.80000000000001,0.030323914541695585,250.0
2022-02-18,GFGC260.AB,260.0,Call,3.185,1404634.0,3.25,3.55,2.83,3.206,4514.0,0.48503875732421875,0.015751730959446094,57.80000000000001,-0.0065502183406113135,260.0
2022-02-18,GFGC270.AB,270.0,Call,2.2,344529.0,2.06,2.5,1.91,2.2,1615.0,0.48748016357421875,0.010880316518298716,67.80000000000001,0.0,270.0
2022-02-18,GFGC280.AB,280.0,Call,1.898,154845.0,1.8,2.0,1.499,1.688,938.0,0.5188369750976562,0.009386745796241346,77.80000000000001,0.1244075829383886,280.0
2022-02-18,GFGC290.AB,290.0,Call,1.186,82245.0,1.2,1.5,1.0,1.2,693.0,0.5080032348632812,0.005865479723046489,87.80000000000001,-0.011666666666666714,290.0
2022-02-18,GFGC300.AB,300.0,Call,0.865,61192.0,0.901,1.0,0.8,0.928,698.0,0.5160903930664062,0.004277942631058358,97.80000000000001,-0.06788793103448276,300.0
2022-02-18,GFGC310.AB,310.0,Call,0.651,15392.0,0.8,0.8,0.65,0.701,224.0,0.5264663696289062,0.003219584569732938,107.80000000000001,-0.07132667617689004,310.0
2022-02-18,GFGC320.AB,320.0,Call,0.5,16116.0,0.5,0.52,0.5,0.66,317.0,0.5374526977539062,0.0024727992087042534,117.80000000000001,-0.24242424242424243,320.0
2022-02-18,GFGC330.AB,330.0,Call,0.434,40308.0,0.401,0.55,0.371,0.463,971.0,0.5577468872070312,0.002146389713155292,127.80000000000001,-0.06263498920086397,330.0
2022-02-18,GFGC340.AB,340.0,Call,0.25,125.0,0.25,0.25,0.25,0.4,5.0,0.5437088012695312,0.0012363996043521267,137.8,-0.375,340.0
2022-02-18,GFGC350.AB,350.0,Call,0.0,0.0,0.0,0.0,0.0,0.3,0.0,,,147.8,0.0,350.0
2022-02-18,GFGC360.AB,360.0,Call,0.21,48929.0,0.259,0.259,0.185,0.245,2246.0,0.5855941772460938,0.0010385756676557865,157.8,-0.1428571428571429,360.0
