Date,Ticker,Strike,Type,Last_Price,Amount_Money,Open,High,Low,Prev_Close,Volume_Units,Implied_Volatility,VE_Pct,Parity,Return,Original_Strike
2021-08-20,GFGC102.OC,102.0,Call,55.0,22000.0,55.0,55.0,55.0,55.0,4.0,3.814697265625e-05,0.022468251383913958,51.55000000000001,0.0,102.0
2021-08-20,GFGC105.OC,105.0,Call,54.195,16259.0,54.195,54.195,54.195,50.0,3.0,0.5229568481445312,0.0367632692933897,48.55000000000001,0.08390000000000009,105.0
2021-08-20,GFGC108.OC,108.0,Call,0.0,0.0,0.0,0.0,0.0,55.68,0.0,,,45.55000000000001,0.0,108.0
2021-08-20,GFGC10998O,109.98,Call,0.0,0.0,0.0,0.0,0.0,44.8,0.0,,,43.57000000000001,0.0,109.98
2021-08-20,GFGC114.OC,114.0,Call,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,39.55000000000001,0.0,114.0
2021-08-20,GFGC117.OC,117.0,Call,0.0,0.0,0.0,0.0,0.0,36.0,0.0,,,36.55000000000001,0.0,117.0
2021-08-20,GFGC120.OC,120.0,Call,38.25,249418.0,38.0,40.0,38.0,35.9,63.0,3.814697265625e-05,0.03060892217518716,33.55000000000001,0.06545961002785528,120.0
2021-08-20,GFGC123.OC,123.0,Call,38.353,308571.0,35.0,38.353,35.0,32.0,83.0,0.5506515502929688,0.05081732334744376,30.55000000000001,0.19853125000000005,123.0
2021-08-20,GFGC126.OC,126.0,Call,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,27.55000000000001,0.0,126.0
2021-08-20,GFGC129.OC,129.0,Call,31.999,209497.0,30.0,34.0,30.0,27.5,66.0,0.40119171142578125,0.04851188537935517,24.55000000000001,0.16359999999999997,129.0
2021-08-20,GFGC132.OC,132.0,Call,28.712,66614.0,29.0,29.0,28.712,25.0,23.0,0.29865264892578125,0.04664278736567885,21.55000000000001,0.14847999999999995,132.0
2021-08-20,GFGC135.OC,135.0,Call,25.55,283977.0,23.936,29.0,23.936,22.0,106.0,3.814697265625e-05,0.045587756431129854,18.55000000000001,0.16136363636363638,135.0
2021-08-20,GFGC140.OC,140.0,Call,22.0,1136936.0,20.001,23.5,20.001,18.85,503.0,0.32482147216796875,0.05503093454900676,13.550000000000011,0.16710875331564967,140.0
2021-08-20,GFGC145.OC,145.0,Call,17.605,5971329.0,16.5,19.22,16.5,15.139,3360.0,0.29285430908203125,0.05897101921198299,8.550000000000011,0.16289054759231125,145.0
2021-08-20,GFGC150.OC,150.0,Call,14.58,10113999.0,14.0,15.8,13.5,12.336,6828.0,0.32749176025390625,0.07183327906219465,3.5500000000000114,0.18190661478599224,150.0
2021-08-20,GFGC155.OC,155.0,Call,11.542,12129531.0,10.0,14.39,10.0,10.007,10110.0,0.33107757568359375,0.07516769781830022,1.4499999999999886,0.15339262516238628,155.0
2021-08-20,GFGC160.OC,160.0,Call,9.41,16859235.0,9.5,10.45,9.2,8.237,17167.0,0.35327911376953125,0.061282969716704654,6.449999999999989,0.14240621585528723,160.0
2021-08-20,GFGC165.OC,165.0,Call,7.575,2383038.0,8.29,8.48,7.51,6.871,3007.0,0.36853790283203125,0.049332464995115594,11.449999999999989,0.10245961286566718,165.0
2021-08-20,GFGC170.OC,170.0,Call,6.3,9236409.0,7.0,7.0,6.1,5.747,14244.0,0.39142608642578125,0.04102898078801693,16.44999999999999,0.09622411693057242,170.0
