Date,Last_Price,Open,High,Low,Prev_Close,Amount_Money,Volume_Units,Num_Trades,Time,Volume_Calls,Volume_Put,IV_Call_Avg,IV_Put_Avg,Risk_Free_Rate,Days_To_Expiry,Years_To_Expiry,Simple_Return,Log_Return,Dividend,Adj_Price
2021-03-05,109.9,115.45,115.45,108.75,113.45,229161040.0,2068976.0,2784.0,0.708275462962963,40468363.0,16074298.0,0.45,0.38,0.31,42.0,0.11506849315068493,-0.03129131776112826,-0.031791349816275065,0.0,83.60548924820364
2021-03-08,109.6,110.0,112.0,108.0,109.9,148892986.0,1352093.0,2005.0,0.7082407407407407,26808840.0,13459960.0,0.46,0.44,0.345,39.0,0.10684931506849316,-0.0027297543221110887,-0.002733486895660598,0.0,83.37726680257614
2021-03-09,111.05,108.15,111.5,108.15,109.6,127221572.0,1154490.0,1584.0,0.7082986111111111,26847653.0,9349257.0,0.41,0.42,0.31,38.0,0.10410958904109589,0.013229927007299302,0.013143175826521322,0.0,84.48034195644235
2021-03-10,114.95,111.1,115.85,110.0,111.05,223378809.0,1961405.0,2013.0,0.7082986111111111,40743430.0,5895398.0,0.35,0.41,0.3,37.0,0.10136986301369863,0.03511931562359294,0.03451670086875407,0.0,87.44723374959972
2021-03-11,116.45,116.0,117.0,114.0,114.95,179912534.0,1553658.0,1666.0,0.7081944444444445,42961609.0,6916697.0,0.26,0.44,0.35,36.0,0.09863013698630137,0.013049151805132775,0.012964745121159554,0.0,88.58834597773716
2021-03-12,119.3,116.0,119.95,115.0,116.45,276277614.0,2340085.0,2258.0,0.7081944444444445,57763043.0,6210777.0,0.19,0.46,0.348,35.0,0.0958904109589041,0.024474023185916627,0.024179332773520353,0.0,90.7564592111983
2021-03-15,123.2,120.2,124.5,119.85,119.3,320199753.0,2598247.0,3233.0,0.7082175925925926,86952743.0,6675237.0,0.17,0.46,0.3425,32.0,0.08767123287671233,0.032690695725063,0.032167721995549105,0.0,93.72335100435568
2021-03-16,120.2,124.0,125.0,120.0,123.2,179531316.0,1481683.0,1523.0,0.7077893518518518,42572103.0,6438395.0,0.35,0.4,0.32,31.0,0.08493150684931507,-0.024350649350649345,-0.024652028998312193,0.0,91.44112654808079
2021-03-17,120.45,119.4,121.2,118.7,120.2,161286859.0,1345804.0,1157.0,0.7082986111111111,37568761.0,4673604.0,0.37,0.38,0.3001,30.0,0.0821917808219178,0.002079866888519133,0.0020777069597731645,0.0,91.63131191943702
2021-03-18,117.85,120.9,121.65,117.65,120.45,236082152.0,1979779.0,1224.0,0.7082523148148149,47587825.0,6974315.0,0.37,0.39,0.3425,29.0,0.07945205479452055,-0.02158572021585725,-0.0218220996787403,0.0,89.6533840573321
2021-03-19,118.7,117.85,120.85,117.7,117.85,105305675.0,881844.0,1067.0,0.7082523148148149,34006520.0,4521768.0,0.35,0.4,0.348,28.0,0.07671232876712329,0.007212558336868957,0.007186672233482288,0.0,90.30001431994333
2021-03-22,117.25,117.0,117.6,116.05,118.7,143002965.0,1222184.0,1599.0,0.7082407407407407,47644880.0,5805206.0,0.39,0.36,0.3,25.0,0.0684931506849315,-0.012215669755686664,-0.012290894289233667,0.0,89.19693916607713
2021-03-23,116.55,116.9,119.25,116.35,117.25,96822560.0,820648.0,931.0,0.7082523148148149,32288918.0,3822973.0,0.33,0.37,0.3399,24.0,0.06575342465753424,-0.005970149253731405,-0.005988041844622669,0.0,88.66442012627965
2021-03-25,111.65,112.85,114.5,111.2,116.55,265576923.0,2362096.0,2416.0,0.7082175925925926,43598952.0,14955756.0,0.4,0.34,0.35,22.0,0.06027397260273973,-0.04204204204204198,-0.0429513871955992,0.0,84.93678684769733
2021-03-26,110.15,113.5,113.6,109.6,111.65,119982855.0,1074219.0,1362.0,0.7082523148148149,23826996.0,9151067.0,0.34,0.34,0.3,21.0,0.057534246575342465,-0.013434841021047972,-0.013525905037814808,0.0,83.79567461955989
2021-03-29,109.2,109.85,110.75,108.0,110.15,125184262.0,1145084.0,1598.0,0.708287037037037,22103710.0,11276825.0,0.38,0.39,0.3445,18.0,0.049315068493150684,-0.008624602814344073,-0.00866200993754746,0.0,83.07297020840616
2021-03-30,112.75,109.2,112.9,109.2,109.2,86459292.0,778987.0,1308.0,0.7082523148148149,21790995.0,6831282.0,0.28,0.39,0.3375,17.0,0.04657534246575343,0.032509157509157394,0.03199191507198295,0.0,85.7736024816648
2021-03-31,111.4,112.0,113.9,110.9,112.75,129768843.0,1154948.0,1476.0,0.7082523148148149,31747236.0,3953946.0,0.32,0.36,0.33,16.0,0.043835616438356165,-0.01197339246119733,-0.012045650889604072,0.0,84.7466014763411
2021-04-05,112.85,111.95,112.95,110.15,111.4,107368547.0,956627.0,1164.0,0.7082407407407407,16260052.0,3044293.0,0.34,0.43,0.3475,11.0,0.030136986301369864,0.013016157989227839,0.012932175770360887,0.0,85.84967663020728
2021-04-06,116.35,115.75,117.75,115.75,112.85,307398973.0,2634517.0,2141.0,0.7082638888888889,46911337.0,3836983.0,0.34,0.39,0.34,10.0,0.0273972602739726,0.03101462117855558,0.030543386484756015,0.0,88.51227182919466
2021-04-07,116.65,117.0,119.0,116.5,116.35,299085625.0,2537674.0,2134.0,0.7082638888888889,39654098.0,3653985.0,0.25,0.38,0.3475,9.0,0.024657534246575342,0.0025784271594329056,0.0025751087191383955,0.0,88.74049427482215
2021-04-08,115.8,116.65,116.75,115.0,116.65,83301872.0,717085.0,849.0,0.7084027777777777,20116979.0,2376434.0,0.24,0.33,0.345,8.0,0.021917808219178082,-0.0072867552507501765,-0.0073134333285441765,0.0,88.09386401221093
2021-04-09,113.5,115.85,115.85,113.05,115.8,145232340.0,1274340.0,1305.0,0.708275462962963,21665014.0,4498023.0,0.38,0.38,0.347,7.0,0.019178082191780823,-0.01986183074265968,-0.020061728217437423,0.0,86.34415859573352
2021-04-12,110.2,112.5,113.0,109.8,113.5,279480796.0,2516847.0,3018.0,0.7083217592592592,14046330.0,8360004.0,0.54,0.24,0.36,4.0,0.010958904109589041,-0.029074889867841347,-0.02950594020264319,0.0,83.83371169383113
2021-04-13,110.3,109.5,111.3,109.3,110.2,64799502.0,585760.0,1130.0,0.7083101851851853,12653192.0,4213039.0,0.53,0.32,0.349,3.0,0.00821917808219178,0.0009074410163338875,0.0009070295406426232,0.0,83.90978584237362
2021-04-14,110.2,111.0,113.4,109.85,110.3,106999204.0,955773.0,1119.0,0.7081828703703703,8365505.0,5650569.0,0.55,0.33,0.335,2.0,0.005479452054794521,-0.0009066183136898776,-0.0009070295406426149,0.0,83.83371169383113
