Price,Close,High,Low,Open,Volume
Ticker,GGAL.BA,GGAL.BA,GGAL.BA,GGAL.BA,GGAL.BA
Date,,,,,
2000-10-10,1.0218943357467651,1.0218943357467651,0.9853981436540822,1.0218943357467651,1430000
2000-10-11,1.036493182182312,1.0437924232036524,0.9926977360542699,1.036493182182312,816161
2000-10-12,0.9926979541778564,1.0510919821932017,0.9853987115526677,0.9926979541778564,2001000
2000-10-13,0.9999969005584717,0.9999969005584717,0.9707999387071852,0.9999969005584717,1132000
2000-10-16,0.9999969005584717,0.9999969005584717,0.9999969005584717,0.9999969005584717,0
2000-10-17,0.9197052121162415,0.9707999847955056,0.9197052121162415,0.9197052121162415,841212
2000-10-18,0.9489022493362427,0.9489022493362427,0.8686105941733321,0.9489022493362427,2959000
2000-10-19,1.0072962045669556,1.0072962045669556,0.9635007590271736,1.0072962045669556,1406000
2000-10-20,0.9780992269515991,1.0145954310486007,0.9635007453127985,0.9780992269515992,2093000
2000-10-23,0.9124064445495605,0.9708004883257217,0.9051071999542728,0.9124064445495605,2054000
2000-10-24,0.9124064445495605,0.9124064445495605,0.9124064445495605,0.9124064445495605,0
2000-10-25,0.8394134640693665,0.8832089953063993,0.8394134640693665,0.8394134640693665,2694000
2000-10-26,0.9489022493362427,0.9489022493362427,0.8613112657810648,0.9489022493362427,2572000
2000-10-27,1.036493182182312,1.036493182182312,0.9489022029124112,1.036493182182312,2857000
2000-10-30,1.0291937589645386,1.0364929986937068,1.0072960397770336,1.0291937589645386,910498
2000-10-31,1.0875879526138306,1.0875879526138306,1.043792419622241,1.0875879526138306,1714000
2000-11-01,1.0510917901992798,1.0583910314911786,1.0218947380178642,1.0510917901992798,633243
2000-11-02,1.0875879526138306,1.094887193610126,1.0364931786259455,1.0875879526138306,1313000
2000-11-03,1.0218943357467651,1.0875875685273801,1.0145950973282285,1.0218943357467651,2486000
2000-11-06,1.0218943357467651,1.0218943357467651,1.0218943357467651,1.0218943357467651,0
2000-11-07,1.0218943357467651,1.0218943357467651,0.9780989052355457,1.0218943357467651,1236000
2000-11-08,0.9999969005584717,1.0218946219469365,0.9780991791700069,0.9999969005584717,812807
2000-11-09,1.0145955085754395,1.0145955085754395,0.9926977844439989,1.0145955085754395,1359000
2000-11-10,1.0583910942077637,1.0656903359321903,1.0218947985718054,1.0583910942077637,1591000
2000-11-13,1.0802887678146362,1.0875880091906416,1.0364932325447835,1.0802887678146362,854312
2000-11-14,1.0802887678146362,1.0802887678146362,1.0802887678146362,1.0802887678146362,0
2000-11-15,1.065690279006958,1.0875880030105425,1.0583910376724297,1.065690279006958,666070
2000-11-16,1.0583910942077637,1.0583910942077637,1.051091852483337,1.0583910942077637,389380
2000-11-17,1.0218943357467651,1.0583906148532338,1.0145950973282285,1.0218943357467651,1304000
2000-11-20,1.0583910942077637,1.0656903359321903,1.0072963151229521,1.0583910942077637,569132
2000-11-21,1.0510917901992798,1.0656902727830775,1.043792461893561,1.0510917901992798,745698
2000-11-22,1.0145955085754395,1.0437924740840268,1.0072962671982926,1.0145955085754395,747214
2000-11-23,1.0145955085754395,1.0145955085754395,1.0145955085754395,1.0145955085754395,5000
2000-11-24,1.0437926054000854,1.0437926054000854,1.0218948785137651,1.0437926054000854,139225
2000-11-27,1.0729897022247314,1.0729897022247314,1.0583912170810754,1.0729897022247314,436372
2000-11-28,1.0218943357467651,1.0510913764346972,1.0218943357467651,1.0218943357467651,518853
2000-11-29,1.0291937589645386,1.0364929986937068,1.014595279506202,1.0291937589645386,437200
2000-11-30,1.0145955085754395,1.0145955085754395,0.9926977844439989,1.0145955085754395,796203
2000-12-01,1.0072962045669556,1.0218946864135496,1.0072962045669556,1.0072962045669556,265411
2000-12-04,0.9780992269515991,0.9926977085903999,0.9707999861321989,0.9780992269515992,534427
2000-12-05,1.0437926054000854,1.0437926054000854,0.9926979093320047,1.0437926054000854,1370000
2000-12-06,1.0510917901992798,1.0583910314911786,1.0364932206016622,1.0510917901992798,589967
2000-12-07,1.0510917901992798,1.0510917901992798,1.0364932206016622,1.0510917901992798,124242
2000-12-08,1.0510917901992798,1.0510917901992798,1.0510917901992798,1.0510917901992798,0
2000-12-11,1.0875879526138306,1.0875879526138306,1.065690229624944,1.0875879526138306,1567000
2000-12-12,1.0875879526138306,1.0875879526138306,1.0875879526138306,1.0875879526138306,0
2000-12-13,1.065690279006958,1.1021864856795989,1.0510917963379016,1.065690279006958,711019
2000-12-14,1.0437926054000854,1.0583911770047976,1.0364933631046453,1.0437926054000854,582055
2000-12-15,1.0437926054000854,1.0437926054000854,1.0291941208092052,1.0437926054000854,699910
2000-12-18,1.065690279006958,1.0802887616760144,1.0583910376724297,1.065690279006958,1268000
2000-12-19,1.0802887678146362,1.0802887678146362,1.0656902850626258,1.0802887678146362,1201000
2000-12-20,1.0510917901992798,1.0583910314911786,1.043792461893561,1.0510917901992798,487170
2000-12-21,1.102186679840088,1.102186679840088,1.0583912241179398,1.102186679840088,500742
2000-12-22,1.102186679840088,1.124084407701162,1.102186679840088,1.102186679840088,787747
2000-12-25,1.102186679840088,1.102186679840088,1.102186679840088,1.102186679840088,0
2000-12-26,1.102186679840088,1.1094859224604459,1.09488743721973,1.102186679840088,310086
2000-12-27,1.0875879526138306,1.1240841575953082,1.080288711617535,1.0875879526138306,763730
2000-12-28,1.0875879526138306,1.1021864346064216,1.0875879526138306,1.0875879526138306,675639
2000-12-29,1.0875879526138306,1.0875879526138306,1.0875879526138306,1.0875879526138306,0
2001-01-01,1.0875879526138306,1.0875879526138306,1.0875879526138306,1.0875879526138306,0
2001-01-02,1.0875879526138306,1.0875879526138306,1.0875879526138306,1.0875879526138306,0
2001-01-03,1.0875879526138306,1.0875879526138306,1.0875879526138306,1.0875879526138306,0
2001-01-04,1.2408722639083862,1.2481715053537679,1.2189744525584196,1.2408722639083862,2477000
2001-01-05,1.262770175933838,1.262770175933838,1.2335732058126783,1.262770175933838,1628000
2001-01-08,1.2846676111221313,1.2846676111221313,1.2554706476464785,1.2846676111221313,673564
2001-01-09,1.357660174369812,1.3722586568339252,1.2919669162674836,1.357660174369812,2873000
2001-01-10,1.394156575202942,1.4087550597055123,1.3357626371926603,1.394156575202942,3633000
2001-01-11,1.394156575202942,1.394156575202942,1.394156575202942,1.394156575202942,0
2001-01-12,1.357660174369812,1.3795578980659817,1.3430616919056988,1.357660174369812,785324
2001-01-15,1.3503609895706177,1.3503609895706177,1.343061748033519,1.3503609895706177,59012
2001-01-16,1.3722586631774902,1.3722586631774902,1.3503609393800935,1.3722586631774902,972514
2001-01-17,1.394156575202942,1.4160543889706287,1.3722588484490863,1.394156575202942,964121
2001-01-18,1.4890464544296265,1.4890464544296265,1.3941562409025192,1.4890464544296265,2583000
2001-01-19,1.4744480848312378,1.4963458079888146,1.4744480848312378,1.4744480848312378,2601000
2001-01-22,1.4963455200195312,1.4963455200195312,1.4744478010761353,1.4963455200195312,782437
2001-01-23,1.598535180091858,1.6058344203377177,1.510944123113924,1.598535180091858,2280000
2001-01-24,1.5109446048736572,1.591236447206522,1.5036453623004578,1.5109446048736572,1396000
2001-01-25,1.4598497152328491,1.5036451649231992,1.4598497152328491,1.4598497152328491,1680000
2001-01-26,1.467148780822754,1.467148780822754,1.4525502993441295,1.467148780822754,1057000
2001-01-29,1.4963455200195312,1.50364475966733,1.4671485614283366,1.4963455200195312,684221
2001-01-30,1.4963455200195312,1.4963455200195312,1.4963455200195312,1.4963455200195312,0
2001-01-31,1.5109446048736572,1.5182438474468567,1.5036453623004578,1.5109446048736572,913172
2001-02-01,1.4598497152328491,1.5109444065382576,1.4525504736177908,1.4598497152328491,1101000
2001-02-02,1.4233534336090088,1.4817473635121021,1.4014556228815296,1.4233534336090088,1363000
2001-02-05,1.416054129600525,1.416054129600525,1.394156319843728,1.416054129600525,452018
2001-02-06,1.4233534336090088,1.4379519160847822,1.4014556228815296,1.4233534336090088,662621
2001-02-07,1.4014555215835571,1.416054090017957,1.3868570401629698,1.4014555215835571,856544
2001-02-08,1.4306528568267822,1.4306528568267822,1.394156558981179,1.4306528568267822,712246
2001-02-09,1.416054129600525,1.4306526114291793,1.4087548016723823,1.416054129600525,473574
2001-02-12,1.416054129600525,1.416054129600525,1.416054129600525,1.416054129600525,0
2001-02-13,1.394156575202942,1.4306528734731991,1.394156575202942,1.394156575202942,325450
2001-02-14,1.3795578479766846,1.3868570889437186,1.3503608841085482,1.3795578479766846,796327
2001-02-15,1.394156575202942,1.401455817454227,1.3795580907003715,1.394156575202942,573260
2001-02-16,1.3430616855621338,1.3722586503524565,1.3430616855621338,1.3430616855621338,947526
2001-02-19,1.3503609895706177,1.3503609895706177,1.33576250649642,1.3503609895706177,108833
2001-02-20,1.2992663383483887,1.3430618788505824,1.284667853852268,1.2992663383483887,597548
2001-02-21,1.1751788854599,1.277368342411133,1.1751788854599,1.1751788854599,2630000
2001-02-22,1.2043757438659668,1.2116749839428547,1.1751787835584153,1.2043757438659668,2107000
2001-02-23,1.2481714487075806,1.2481714487075806,1.1970766738949388,1.2481714487075806,1820000
2001-02-26,1.2189743518829346,1.248171402266889,1.2116751110403996,1.2189743518829346,895239
2001-02-27,1.1824780702590942,1.218974272082538,1.1824780702590942,1.1824780702590942,960658
2001-02-28,1.1386827230453491,1.1897775007781226,1.116784998451513,1.1386827230453491,1558000
2001-03-01,1.1240843534469604,1.1386828379830771,1.0875881421066689,1.1240843534469604,2036000
2001-03-02,1.1678798198699951,1.1751790616743092,1.094887314813028,1.1678798198699951,2714000
2001-03-05,1.328463077545166,1.328463077545166,1.248171344950487,1.328463077545166,4679000
2001-03-06,1.2919669151306152,1.3430616907238695,1.2919669151306152,1.2919669151306152,1973000
2001-03-07,1.3138647079467773,1.3211639495565175,1.306565466337037,1.3138647079467773,1070000
2001-03-08,1.2992663383483887,1.3138648228445096,1.2554708848600264,1.2992663383483887,1667000
2001-03-09,1.3138647079467773,1.3138647079467773,1.2773684998980759,1.3138647079467773,1532000
2001-03-12,1.2919669151306152,1.2992661563562489,1.2700691914537143,1.2919669151306152,689067
2001-03-13,1.255470633506775,1.2992660782270091,1.2408721519333636,1.255470633506775,874351
2001-03-14,1.255470633506775,1.2992660782270091,1.2408721519333636,1.255470633506775,874351
2001-03-15,1.2043757438659668,1.2262734640966304,1.1824780236353032,1.2043757438659668,2364000
2001-03-16,1.1605805158615112,1.204375964340071,1.1313834631953168,1.1605805158615112,4005000
2001-03-19,1.0802887678146362,1.1824782340925315,1.0656902850626258,1.0802887678146362,3768000
2001-03-20,1.0802887678146362,1.0802887678146362,1.0802887678146362,1.0802887678146362,0
2001-03-21,1.0437926054000854,1.094887388481998,1.0437926054000854,1.0437926054000854,4164000
2001-03-22,0.9708001017570496,1.0364932769558828,0.9343038062994288,0.9708001017570496,6956000
2001-03-23,1.0437926054000854,1.0437926054000854,1.0437926054000854,1.0437926054000854,8795000
2001-03-26,1.1240843534469604,1.145982167264967,1.094887384374727,1.1240843534469604,5727000
2001-03-27,1.1532814502716064,1.1897776629010925,1.0948874230505945,1.1532814502716064,5091000
2001-03-28,1.1824780702590942,1.1824780702590942,1.1386825410571528,1.1824780702590942,2866000
2001-03-29,1.116784930229187,1.1751789459260569,1.116784930229187,1.116784930229187,3761000
2001-03-30,1.102186679840088,1.13138365032152,1.0729897093586558,1.102186679840088,3028000
2001-04-02,1.102186679840088,1.102186679840088,1.102186679840088,1.102186679840088,0
2001-04-03,1.0510917901992798,1.0729895140749766,1.0291939793097633,1.0510917901992798,2748000
2001-04-04,1.036493182182312,1.0802887153241707,1.0291939411609716,1.036493182182312,1569000
2001-04-05,1.094887375831604,1.094887375831604,1.0510919225649786,1.094887375831604,1937000
2001-04-06,1.1240843534469604,1.1240843534469604,1.0802888998386107,1.1240843534469604,1849000
2001-04-09,1.1824780702590942,1.189777310623783,1.131383300692464,1.1824780702590942,3090000
2001-04-10,1.1897774934768677,1.211675217936325,1.182478251990382,1.1897774934768677,3342000
2001-04-11,1.1678798198699951,1.2043760288915655,1.1605805780656808,1.1678798198699951,2463000
2001-04-12,1.1678798198699951,1.1678798198699951,1.1678798198699951,1.1678798198699951,0
2001-04-13,1.1678798198699951,1.1678798198699951,1.1678798198699951,1.1678798198699951,0
2001-04-16,1.1386827230453491,1.1459820515904504,1.1240842399827917,1.1386827230453491,1140000
2001-04-17,1.1532814502716064,1.1532814502716064,1.1386828782059775,1.1532814502716064,615008
2001-04-18,1.2262738943099976,1.233573223961513,1.1678799532085629,1.2262738943099976,3189000
2001-04-19,1.145982027053833,1.2262736821787743,1.1386826986650176,1.145982027053833,2841000
2001-04-20,1.0291937589645386,1.1240839624575272,1.0218945192353703,1.0291937589645386,8971000
2001-04-23,0.9780992269515991,1.0145954310486007,0.9707999861321989,0.9780992269515992,4566000
2001-04-24,1.0291937589645386,1.0364929986937068,1.014595279506202,1.0291937589645386,5011000
2001-04-25,1.036493182182312,1.036493182182312,0.9853984950329295,1.036493182182312,3798000
2001-04-26,1.1094855070114136,1.1094855070114136,1.065690067688554,1.1094855070114136,4448000
2001-04-27,1.1386827230453491,1.1605805346530078,1.116784998451513,1.1386827230453491,4583000
2001-04-30,1.0875879526138306,1.1532812085943067,1.080288711617535,1.0875879526138306,2296000
2001-05-01,1.0875879526138306,1.0875879526138306,1.0875879526138306,1.0875879526138306,0
2001-05-02,1.0875879526138306,1.0875879526138306,1.0875879526138306,1.0875879526138306,0
2001-05-03,1.102186679840088,1.102186679840088,1.0729897093586558,1.102186679840088,1890000
2001-05-04,1.145982027053833,1.1532812684288276,1.087588009040055,1.145982027053833,2828000
2001-05-07,1.1751788854599,1.197076607589347,1.1605804040402685,1.1751788854599,3216000
2001-05-08,1.116784930229187,1.1824781870114385,1.116784930229187,1.116784930229187,2599000
2001-05-09,1.116784930229187,1.116784930229187,1.116784930229187,1.116784930229187,0
2001-05-10,1.1313832998275757,1.1605803482778199,1.124084059468467,1.1313832998275757,1799000
2001-05-11,1.094887375831604,1.1094858602538125,1.0875881336204998,1.094887375831604,2276000
2001-05-14,1.0802887678146362,1.1021864919426523,1.072989526438631,1.0802887678146362,1266000
2001-05-15,1.094887375831604,1.1094858602538125,1.0875881336204998,1.094887375831604,1787000
2001-05-16,1.1532814502716064,1.1678799353234008,1.1094859081023887,1.1532814502716064,3213000
2001-05-17,1.1678798198699951,1.1970767870872514,1.1678798198699951,1.1678798198699951,3208000
2001-05-18,1.145982027053833,1.189777475303801,1.145982027053833,1.145982027053833,1759000
2001-05-21,1.1824780702590942,1.1824780702590942,1.1532811088003392,1.1824780702590942,806769
2001-05-22,1.1824780702590942,1.2043757913531605,1.1824780702590942,1.1824780702590942,1992000
2001-05-23,1.1824780702590942,1.1824780702590942,1.160580349165028,1.1824780702590942,1022000
2001-05-24,1.1897774934768677,1.2043759764498392,1.1751790105038962,1.1897774934768677,2073000
2001-05-25,1.1897774934768677,1.1897774934768677,1.1897774934768677,1.1897774934768677,0
2001-05-28,1.1605805158615112,1.1897774815138844,1.1605805158615112,1.1605805158615112,284179
2001-05-29,1.1605805158615112,1.175178998687698,1.153281274448418,1.1605805158615112,532121
2001-05-30,1.1605805158615112,1.1605805158615112,1.1605805158615112,1.1605805158615112,0
2001-05-31,1.1678798198699951,1.1678798198699951,1.1386827656389127,1.1678798198699951,2128000
2001-06-01,1.1824780702590942,1.1824780702590942,1.1386825410571528,1.1824780702590942,2062000
2001-06-04,1.233573079109192,1.2408723208897579,1.1970767831925369,1.233573079109192,3635000
2001-06-05,1.233573079109192,1.2700692880120212,1.233573079109192,1.233573079109192,2425000
2001-06-06,1.2189743518829346,1.248171402266889,1.2189743518829346,1.2189743518829346,2097000
2001-06-07,1.262770175933838,1.262770175933838,1.197076906147394,1.262770175933838,3489000
2001-06-08,1.262770175933838,1.2700694184641277,1.240872448342968,1.262770175933838,1772000
2001-06-11,1.233573079109192,1.2627700462314555,1.2189745085342345,1.233573079109192,1639000
2001-06-12,1.2481714487075806,1.2554706898216983,1.2116751561231742,1.2481714487075806,1592000
2001-06-13,1.2408722639083862,1.2627699882445311,1.2335730224630046,1.2408722639083862,2161000
2001-06-14,1.1897774934768677,1.2335730294096046,1.1897774934768677,1.1897774934768677,1418000
2001-06-15,1.1824780702590942,1.1824780702590942,1.1678795895297167,1.1824780702590942,1740000
2001-06-18,1.1824780702590942,1.1824780702590942,1.1824780702590942,1.1824780702590942,0
2001-06-19,1.1094855070114136,1.1313832266728434,1.1021862671242704,1.1094855070114136,6214000
2001-06-20,1.1240843534469604,1.1386828379830771,1.1094858689108438,1.1240843534469604,2371000
2001-06-21,1.145982027053833,1.1532812684288276,1.1313834572900228,1.145982027053833,2282000
2001-06-22,1.145982027053833,1.145982027053833,1.145982027053833,1.145982027053833,0
2001-06-25,1.145982027053833,1.145982027053833,1.1167849745400336,1.145982027053833,1414000
2001-06-26,1.1313832998275757,1.1386825401866845,1.124084059468467,1.1313832998275757,1129000
2001-06-27,1.116784930229187,1.1386826534853318,1.116784930229187,1.116784930229187,1177000
2001-06-28,1.094887375831604,1.124084344676021,1.0802888914093955,1.094887375831604,1615000
2001-06-29,1.0729897022247314,1.0729897022247314,1.0583912170810754,1.0729897022247314,1602000
2001-07-02,1.065690279006958,1.072989520341486,1.0583910376724297,1.065690279006958,1146000
2001-07-03,1.0218943357467651,1.0802883301088435,0.9999966204911555,1.0218943357467651,2155000
2001-07-04,1.0218943357467651,1.0218943357467651,1.0218943357467651,1.0218943357467651,0
2001-07-05,0.9489022493362427,1.0291939915129742,0.9489022493362427,0.9489022493362427,3272000
2001-07-06,0.9416031241416931,0.9635009379928126,0.9197053973044053,0.9416031241416931,5057000
2001-07-09,0.9416031241416931,0.9416031241416931,0.9416031241416931,0.9416031241416931,0
2001-07-10,0.8613112568855286,0.9416029982330149,0.8540120155824679,0.8613112568855285,4374000
2001-07-11,0.8540120124816895,0.8686105820486255,0.7810195997161071,0.8540120124816895,6303000
2001-07-12,0.788318932056427,0.8102166584156482,0.6934286539790576,0.788318932056427,13603000
2001-07-13,0.788318932056427,0.8613113532538307,0.7518226344438954,0.788318932056427,8749000
2001-07-16,0.788318932056427,0.8248151426551288,0.7591218765636358,0.788318932056427,4947000
2001-07-17,0.8613112568855286,0.8759098265054697,0.8248150503702256,0.8613112568855285,6873000
2001-07-18,0.7810197472572327,0.8686107461364192,0.7810197472572327,0.7810197472572327,3720000
2001-07-19,0.7737201452255249,0.788318712411313,0.7591216650535423,0.7737201452255249,3527000
2001-07-20,0.8175156712532043,0.8321141513983643,0.7956179510354644,0.8175156712532043,5589000
2001-07-23,0.8175156712532043,0.8686104387750694,0.8102164311806244,0.8175156712532043,4548000
2001-07-24,0.788318932056427,0.8248151426551288,0.7737203608031166,0.788318932056427,2105000
2001-07-25,0.7810197472572327,0.7810197472572327,0.7518226896216131,0.7810197472572327,4699000
2001-07-26,0.7518224716186523,0.7664209526964808,0.7445232310797382,0.7518224716186523,2213000
2001-07-27,0.7591216564178467,0.7664208964208026,0.7299246964060232,0.7591216564178467,3547000
2001-07-30,0.7591216564178467,0.8102164234523422,0.7518224164148908,0.7591216564178467,2937000
2001-07-31,0.7518224716186523,0.7810195207881202,0.7445232310797382,0.7518224716186523,1884000
2001-08-01,0.7094869017601013,0.744523275856807,0.6934285455045661,0.7094869017601013,4537000
2001-08-02,0.7262752652168274,0.7372241280676748,0.7189760233162624,0.7262752652168274,2965000
2001-08-03,0.7372240424156189,0.7591217655731957,0.7277350116445723,0.7372240424156189,1970000
2001-08-06,0.7211657762527466,0.7445233766482722,0.7131366187914685,0.7211657762527466,817033
2001-08-07,0.7248153686523438,0.737224105609442,0.7153263805748228,0.7248153686523438,1705000
2001-08-08,0.7518224716186523,0.7591217121575666,0.7445232310797382,0.7518224716186523,7084000
2001-08-09,0.788318932056427,0.788318932056427,0.7591218765636358,0.788318932056427,9387000
2001-08-10,0.788318932056427,0.8248151426551288,0.7737203608031166,0.788318932056427,3795000
2001-08-13,0.8175156712532043,0.8175156712532043,0.7810194708903045,0.8175156712532043,3359000
2001-08-14,0.7591216564178467,0.7810194634405188,0.7372239364089791,0.7591216564178467,4624000
2001-08-15,0.8029173612594604,0.8029173612594604,0.7591218245291795,0.8029173612594604,4721000
2001-08-16,0.8394134640693665,0.8394134640693665,0.8102165012538864,0.8394134640693665,4477000
2001-08-17,0.7591216564178467,0.8175156634552981,0.7591216564178467,0.7591216564178467,7727000
2001-08-20,0.7591216564178467,0.7591216564178467,0.7591216564178467,0.7591216564178467,0
2001-08-21,0.7036474943161011,0.7372240377507878,0.6941584636050968,0.7036474943161011,5336000
2001-08-22,0.7664209604263306,0.7737202010388623,0.7445232385887353,0.7664209604263306,9346000
2001-08-23,0.7372240424156189,0.7737202476782468,0.7372240424156189,0.7372240424156189,4989000
2001-08-24,0.6956183314323425,0.7226255490084291,0.683939511125436,0.6956183314323425,6110000
2001-08-27,0.7102168798446655,0.7109467953055013,0.6824797442776126,0.7102168798446655,1215000
2001-08-28,0.7197058796882629,0.7277350364179863,0.7116767229585396,0.7197058796882629,2980000
2001-08-29,0.7445232272148132,0.7664209487178818,0.7299247462127676,0.7445232272148132,2936000
2001-08-30,0.7372240424156189,0.7518225245206701,0.7262751808368305,0.7372240424156189,1798000
2001-08-31,0.7445232272148132,0.7518224677158362,0.7299247462127676,0.7445232272148132,1418000
2001-09-03,0.7445232272148132,0.7518224677158362,0.7372239867137904,0.7445232272148132,30706
2001-09-04,0.7445232272148132,0.759121708216859,0.7372239867137904,0.7445232272148132,1834000
2001-09-05,0.7226254940032959,0.7445232151515633,0.7226254940032959,0.7226254940032959,1808000
2001-09-06,0.7043774724006653,0.7153263783914684,0.7043774724006653,0.7043774724006653,1199000
2001-09-07,0.697078287601471,0.7043775298527561,0.6934286664758283,0.697078287601471,831007
2001-09-10,0.6700708866119385,0.6912387357083095,0.6642315204710917,0.6700708866119385,1905000
2001-09-11,0.6058375835418701,0.6642315999968501,0.6058375835418701,0.6058375835418701,309190
2001-09-12,0.6058375835418701,0.6058375835418701,0.6058375835418701,0.6058375835418701,0
2001-09-13,0.5766407251358032,0.6350347088498981,0.5620421965770915,0.5766407251358032,2654000
2001-09-14,0.555472731590271,0.5693412976450908,0.5189765280285906,0.555472731590271,4655000
2001-09-17,0.5401443839073181,0.5802902549822578,0.5364947632193156,0.5401443839073181,3292000
2001-09-18,0.524086058139801,0.5474436580449958,0.517516731806874,0.524086058139801,3138000
2001-09-19,0.469341516494751,0.5364945843796866,0.4678816426020503,0.4693415164947509,3621000
2001-09-20,0.4321155250072479,0.45766287088044244,0.4270060297284617,0.4321155250072479,5374000
2001-09-21,0.4197067320346832,0.42481622663153606,0.40656808136495465,0.4197067320346832,3246000
2001-09-24,0.4197067320346832,0.4197067320346832,0.4197067320346832,0.4197067320346832,0
