OPEX,Trades,Option_PnL,Hedge_PnL,Financing_PnL,Commission,Total_PnL,Net_Return
2025-04,6,-5323.9000000000015,-1630.0,-1435.4658506000603,3095.573049999999,-11484.93890060006,-1.6062851609230853
2025-06,3,24633.4,-7040.0,451.88891704683346,1973.9201999999998,16071.368717046833,2.273178036357402
2025-08,1,44549.999999999985,-3960.0,-2338.9054169439137,563.6536,37687.440983056076,5.916395758721519
2025-10,4,50816.099999999984,-62785.0,-13204.46508143654,2150.941075,-27324.306156436553,-4.236326535881636
2025-12,6,308.90000000000873,87085.0,-3176.773590929489,4414.024975,79803.10143407053,16.089334966546478
