Date,OPEX,Action,Position,Strike,Option_Price,Stock,Delta,Gamma,ATM_Gamma,Hedge,Cash,Option_PnL,Hedge_PnL,Financing_PnL,Commission,Net_PnL
2025-03-14,2025-04,REBALANCE,SHORT,7178.3,304.35,7380.0,-0.3409385336036861,0.00030458057751144013,0.0003234544179534545,-102,830199.4544117285,0.0,-62470.0,17209.754411728056,1821.12795,-47081.373538271946
2025-03-17,2025-04,REBALANCE,SHORT,7178.3,313.0,7320.0,-0.36694438188130063,0.00033630874789719524,0.00032899244682578515,-110,890541.7675418026,0.0,-56350.0,18992.067541802113,1856.55675,-39214.48920819789
2025-03-18,2025-04,REBALANCE,SHORT,7178.3,368.0,7120.0,-0.4258252753891629,0.00036873009519142544,0.0003406319975774323,-128,1019494.7156909837,0.0,-34350.0,19785.01569098317,1934.09355,-16499.07785901683
2025-03-19,2025-04,REBALANCE,SHORT,7178.3,255.899,7470.0,-0.3154450734164532,0.00031428213842463583,0.00033146223184376243,-95,773794.7251911217,0.0,-79150.0,20595.025191121214,2083.2321,-60638.20690887879
2025-03-20,2025-04,REBALANCE,SHORT,7178.3,285.0,7270.0,-0.37950921800796666,0.0003881119164041085,0.000359150441875111,-114,912507.7212169506,0.0,-60150.0,21178.021216950143,2166.8007500000003,-41138.779533049856
2025-03-21,2025-04,REBALANCE,SHORT,7178.3,210.0,7540.0,-0.28271890569086155,0.0003129764437866517,0.0003633965830358833,-85,694685.2283035469,0.0,-90930.0,22015.52830354652,2299.0900500000002,-71213.56174645347
2025-03-25,2025-04,REBALANCE,SHORT,7178.3,167.0,7650.0,-0.2481501246833353,0.00031054888431184755,0.00038345557193720977,-74,612933.3197765948,0.0,-100280.0,24413.619776594383,2350.0008000000003,-78216.38102340561
2025-03-26,2025-04,REBALANCE,SHORT,7178.3,190.0,7480.0,-0.2960858782773914,0.0003748802730009571,0.00042494840396781154,-89,725662.2896279088,0.0,-87700.0,24942.58962790843,2417.8818,-65175.29217209158
2025-03-27,2025-04,REBALANCE,SHORT,7178.3,222.62,7310.0,-0.3669825006400338,0.00046607065806719125,0.00046123220021331354,-110,879679.2591727173,0.0,-72570.0,25449.55917271697,2510.75535,-49631.19617728303
2025-03-28,2025-04,REBALANCE,SHORT,7178.3,230.0,7310.0,-0.3647194589667859,0.0004476787715576652,0.00046440298360436906,-109,873099.5134618388,0.0,-72570.0,26179.813461838432,2515.1778999999997,-48905.36443816157
2025-03-31,2025-04,REBALANCE,SHORT,7178.3,264.0,7160.0,-0.44471209361444053,0.0005445898487535441,0.0005247237180903885,-133,1046948.8383695318,0.0,-56220.0,28189.138369531433,2619.1411,-30650.00273046857
2025-04-01,2025-04,REBALANCE,SHORT,7178.3,228.3,7250.0,-0.3980549128106865,0.0005247557458593077,0.0005564924407588515,-119,946280.6607342637,0.0,-68190.0,29020.96073426339,2680.5485999999996,-41849.58786573661
2025-04-03,2025-04,REBALANCE,SHORT,7178.3,278.98,7070.0,-0.5128955305141033,0.000644925096935875,0.0005987589745682012,-154,1195079.3051170418,0.0,-46770.0,30369.605117041374,2830.2558499999996,-19230.650732958624
2025-04-04,2025-04,REBALANCE,SHORT,7178.3,755.0,6440.0,-0.8111125459461437,0.00039017745880188647,0.0005488097048231962,-243,1769090.5944850703,0.0,50250.0,31220.89448506995,3177.01765,78293.87683506995
2025-04-07,2025-04,ROLL_CLOSE (Delta too high (0.85 > 0.85)),SHORT,7178.3,1042.0,6160.0,-0.8520189186573299,0.0002834346153154904,0.0005935226756083228,0,-36463.47844223678,-189900.3,118290.0,35146.82155776285,4707.83005,-41171.308492237134
2025-04-07,2025-04,ROLL_OPEN,SHORT,6178.3,220.01,6160.0,0.4690541237121749,0.0007264142585415879,0.0005935226756083228,-141,898099.5215577632,-189900.3,118290.0,35146.82155776285,5365.31485,-41828.79329223714
2025-04-08,2025-04,ROLL_CLOSE (Near expiry (7 days left)),SHORT,6178.3,179.0,6240.0,-0.4117794358004061,0.0007296515803137137,0.0007128801134417357,0,-34738.976596768014,-177597.3,107010.0,35848.32340323167,6005.01805,-40743.99464676832
2025-04-16,2025-06,ENTER,SHORT,7000.0,399.0,7070.0,-0.32839720879303125,0.00022322101243075785,0.0002428077582674209,-99,819630.0,0.0,0.0,0.0,662.8576499999999,-662.8576499999999
2025-04-21,2025-06,REBALANCE,SHORT,7000.0,480.1,6840.0,-0.40356007092259905,0.00026586551323219346,0.0002598157128545701,-121,973815.1767123288,0.0,22770.0,3705.176712328767,753.8980499999999,25721.27866232877
2025-04-22,2025-06,REBALANCE,SHORT,7000.0,330.0,7280.0,-0.29496060204028285,0.00022035391469893087,0.0002533749309287891,-88,734490.2961797598,0.0,-30470.0,4620.2961797598045,899.2432499999999,-26748.947070240196
2025-04-23,2025-06,REBALANCE,SHORT,7000.0,286.0,7580.0,-0.2524420639218299,0.00019139360449496213,0.00025192725579124944,-76,644093.942020746,0.0,-56870.0,5183.942020745971,954.2740499999999,-52640.33202925403
2025-04-24,2025-06,REBALANCE,SHORT,7000.0,264.0,7580.0,-0.24745219462805312,0.00019869556620698674,0.0002697901507900925,-74,629421.1593834636,0.0,-56870.0,5671.159383463581,963.4458499999998,-52162.28646653642
2025-04-25,2025-06,REBALANCE,SHORT,7000.0,258.0,7610.0,-0.23843831287960882,0.00019005324849177526,0.00026340732020137714,-72,614735.7362585564,0.0,-59090.0,6205.736258556386,972.6539499999998,-53856.91769144362
2025-04-28,2025-06,REBALANCE,SHORT,7000.0,257.0,7430.0,-0.261398276587095,0.00022417307526517762,0.00028303540151326215,-78,660983.1016801891,0.0,-46130.0,7873.101680189183,999.6248499999998,-39256.52316981082
2025-04-29,2025-06,REBALANCE,SHORT,7000.0,278.0,7290.0,-0.3023126693285426,0.0002687531296963985,0.000297507506988493,-91,756225.7498707057,0.0,-35210.0,8345.749870705702,1056.9606999999999,-27921.210829294298
2025-04-30,2025-06,REBALANCE,SHORT,7000.0,282.0,7190.0,-0.31197870059942245,0.0002798106109463227,0.0003019282538321878,-94,778474.2811942198,0.0,-26110.0,9024.281194219828,1070.01055,-18155.72935578017
2025-05-05,2025-06,REBALANCE,SHORT,7000.0,369.0,6980.0,-0.3787000840122027,0.0003036601845344091,0.0003218025120498087,-114,921806.6921314524,0.0,-6370.0,12756.69213145239,1154.46855,5232.22358145239
2025-05-06,2025-06,REBALANCE,SHORT,7000.0,296.0,7100.0,-0.34483169287214643,0.00031764290537779913,0.0003267548318317264,-103,844514.851423184,0.0,-20050.0,13564.851423184075,1201.7190500000002,-7686.867626815925
2025-05-07,2025-06,REBALANCE,SHORT,7000.0,430.0,6800.0,-0.4552797288892736,0.00035477517859256044,0.0003355971778999114,-137,1076397.4045222795,0.0,10850.0,14247.404522279525,1341.5950500000001,23755.809472279525
2025-05-08,2025-06,REBALANCE,SHORT,7000.0,419.9,6840.0,-0.43366180377446994,0.0003361009294373195,0.0003593161972618359,-130,1029490.5857373271,0.0,5370.0,15220.585737327065,1370.5624500000001,19220.02328732706
2025-06-18,2025-06,CLOSE_OPEX_END,SHORT,7000.0,660.0,6340.0,0.0,0.0,0.0,0,240156.62590578664,-78300.0,70370.0,50086.62590578612,2265.20345,39891.422455786116
2025-06-19,2025-08,ENTER,SHORT,6345.2,273.366,6370.0,-0.35278801931656933,0.0003571924823917841,0.000358812839611146,-106,757229.8,0.0,0.0,0.0,572.5276999999999,-572.5276999999999
2025-06-23,2025-08,REBALANCE,SHORT,6345.2,454.0,6010.0,-0.48888680906892557,0.00037971258915942024,0.000345730465587308,-147,1006245.5003528767,0.0,38160.0,2605.7003528767123,721.6057499999998,40044.09460287671
2025-06-24,2025-08,REBALANCE,SHORT,6345.2,344.99,6290.0,-0.39039868929240107,0.00034208847156428284,0.0003402739523352736,-117,818400.1198189298,0.0,-3000.0,3460.3198189298405,835.7692499999998,-375.44943107015933
2025-06-25,2025-08,REBALANCE,SHORT,6345.2,358.0,6220.0,-0.4102328584628743,0.0003583803187525718,0.00036265332779489084,-123,856460.0432149305,0.0,5190.0,4200.243214930517,858.3478499999999,8531.895364930517
2025-06-26,2025-08,REBALANCE,SHORT,6345.2,340.0,6240.0,-0.4279883970901237,0.00040184657639365,0.0003702827851958895,-128,888246.6596828859,0.0,2730.0,4786.859682885949,877.2238499999999,6639.63583288595
2025-06-27,2025-08,REBALANCE,SHORT,6345.2,350.0,6210.0,-0.42605053082289257,0.00038859202928367677,0.00038898677638764056,-128,888976.7254305704,0.0,6570.0,5516.925430570513,877.2238499999999,11209.701580570512
2025-06-30,2025-08,REBALANCE,SHORT,6345.2,403.99,6080.0,-0.4790770856273683,0.00040917251381033154,0.0003891993890755332,-144,988576.5893510433,0.0,23210.0,7836.78935104344,936.0782499999998,30110.711101043442
2025-07-01,2025-08,REBALANCE,SHORT,6345.2,355.0,6190.0,-0.4450477427716457,0.0004110587404395806,0.0004033871409334517,-134,927462.0337645003,0.0,7370.0,8622.233764500434,973.5277499999997,15018.706014500434
2025-07-02,2025-08,REBALANCE,SHORT,6345.2,309.0,6230.0,-0.42388422553549154,0.00043188457087107876,0.0004162243694706065,-127,884639.7412452318,0.0,2010.0,9409.941245231927,999.9117999999997,10420.029445231927
2025-07-03,2025-08,REBALANCE,SHORT,6345.2,290.165,6260.0,-0.42113446686025846,0.0004530341238703051,0.00042783972940543347,-126,879058.3689919405,0.0,-1800.0,10088.568991940598,1003.6990999999997,7284.869891940598
2025-07-04,2025-08,REBALANCE,SHORT,6345.2,290.0,6250.0,-0.4336068544964845,0.00047502481245394976,0.0004357371950816325,-130,904684.547556154,0.0,-540.0,10714.747556154034,1018.8240999999997,9155.923456154034
2025-08-13,2025-08,CLOSE_OPEX_END,SHORT,6345.2,0.0,6830.0,0.0,0.0,0.0,0,50886.50689536403,82009.79999999999,-75940.0,44816.706895364194,1556.0035999999996,49330.503295364186
2025-08-14,2025-10,ENTER,SHORT,6357.3,180.0,6450.0,-0.2693941087186308,0.00032891688497193195,0.00031737890694331726,-135,960750.0,0.0,0.0,0.0,706.8037499999999,-706.8037499999999
2025-08-18,2025-10,REBALANCE,SHORT,6357.3,185.0,6380.0,-0.28201259557867675,0.000347401453186628,0.00032747974657368594,-141,1003767.9452054794,0.0,9450.0,4737.945205479452,729.9631499999999,13457.982055479453
2025-08-19,2025-10,REBALANCE,SHORT,6357.3,410.0,6070.0,-0.4197341395899604,0.0003289808122835668,0.00032352430508647805,-210,1423752.965854757,0.0,53160.0,5892.96585475699,983.3552999999999,58069.61055475699
2025-08-20,2025-10,REBALANCE,SHORT,6357.3,404.0,6040.0,-0.40603167612364055,0.0003162356945197144,0.0003272566439269486,-203,1383442.8158486108,0.0,59460.0,7862.815848610831,1008.9346999999999,66313.88114861083
2025-08-21,2025-10,REBALANCE,SHORT,6357.3,385.0,6090.0,-0.4030491070933009,0.00032615503069620335,0.000337501166384509,-202,1379126.654856329,0.0,49310.0,9636.65485632905,1012.6191499999999,57934.03570632905
2025-08-22,2025-10,REBALANCE,SHORT,6357.3,490.0,6040.0,-0.412844388607021,0.000274344503372514,0.0003247746169277759,-206,1405175.8694520227,0.0,59410.0,11525.869452022653,1027.2359499999998,69908.63350202265
2025-08-25,2025-10,REBALANCE,SHORT,6357.3,620.0,5750.0,-0.5003588667392993,0.00029953782085681503,0.0003197338995024306,-250,1664123.8056665526,0.0,119150.0,17473.80566655245,1180.3009499999998,135443.50471655244
2025-08-26,2025-10,REBALANCE,SHORT,6357.3,685.0,5650.0,-0.5291730603220604,0.0002977004054367452,0.00031424367621309644,-265,1751244.6121842146,0.0,144150.0,19844.612184214388,1231.5747,162763.03748421438
2025-08-27,2025-10,REBALANCE,SHORT,6357.3,900.0,5420.0,-0.5846600063055305,0.00027015858762828837,0.0003250651385338081,-292,1899935.118308897,0.0,205100.0,22195.11830889671,1320.1103999999998,225975.00790889672
2025-08-28,2025-10,REBALANCE,SHORT,6357.3,970.0,5370.0,-0.5755256555351778,0.0002497592433771302,0.00030532761335058233,-288,1881187.9016982452,0.0,219700.0,24927.90169824512,1333.1057999999998,243294.79589824512
2025-08-29,2025-10,REBALANCE,SHORT,6357.3,1090.0,5300.0,-0.6158263774761182,0.000245895989247859,0.00029832579980641885,-308,1989249.4774809282,0.0,239860.0,26989.47748092813,1397.2358,265452.2416809281
2025-09-01,2025-10,REBALANCE,SHORT,6357.3,1229.999,5200.0,-0.5918743067444433,0.00021486947414797887,0.0002899191841531483,-296,1934779.2253980096,0.0,270660.0,34919.225398009636,1434.9877999999999,304144.23759800964
2025-09-02,2025-10,REBALANCE,SHORT,6357.3,1000.0,5420.0,-0.5719773046673764,0.00024166442930644708,0.00026096488387626935,-286,1883229.6078985548,0.0,205540.0,37569.60789855485,1467.7787999999998,241641.82909855485
2025-09-03,2025-10,REBALANCE,SHORT,6357.3,1069.999,5290.0,-0.619976079939777,0.00025142097993670185,0.0002749790209323371,-310,2012614.5884895474,0.0,242720.0,39994.58848954751,1544.5895999999998,281169.9988895475
2025-09-04,2025-10,REBALANCE,SHORT,6357.3,938.0,5540.0,-0.5484220938644059,0.00024099808194468465,0.00026002174734033055,-274,1815931.5947751496,0.0,165220.0,42751.59477514963,1665.2507999999998,206306.34397514962
2025-10-16,2025-10,CLOSE_OPEX_END,SHORT,6357.3,1504.8000000000002,4852.5,0.0,0.0,0.0,0,577031.7617907906,-662400.0000000001,353595.0,133436.7617907903,3974.449725,-179342.68793420983
2025-10-17,2025-12,ENTER,SHORT,4755.8,328.0,4960.0,-0.2848630090046893,0.00021937449462007444,0.0002686135794739869,-142,868320.0,0.0,0.0,0.0,754.1135999999999,-754.1135999999999
2025-10-20,2025-12,REBALANCE,SHORT,4755.8,354.998,5010.0,-0.28667502650266785,0.0002072846565193611,0.0002583538159763768,-143,876809.2273972603,0.0,-7100.0,3479.2273972602734,757.14465,-4377.917252739727
2025-10-21,2025-12,REBALANCE,SHORT,4755.8,316.78,5115.0,-0.2702145627559378,0.00020637028778747063,0.0002510004122635788,-135,836946.2029042597,0.0,-22115.0,4536.2029042597105,781.90125,-18360.69834574029
2025-10-22,2025-12,REBALANCE,SHORT,4755.8,360.0,5305.0,-0.2517616235613034,0.00016407126303176264,0.0002134675525777133,-126,790210.1243543361,0.0,-47765.0,5545.124354336079,810.786975,-43030.66262066393
2025-10-23,2025-12,REBALANCE,SHORT,4755.8,310.0,5420.0,-0.237666330645535,0.0001684016038233192,0.00022538818076640646,-119,753028.0765859428,0.0,-62255.0,6303.076585942799,833.740675,-56785.6640890572
2025-10-24,2025-12,REBALANCE,SHORT,4755.8,278.0,5550.0,-0.2090167119640819,0.0001479129742072724,0.00022019508474365625,-105,676256.4673652953,0.0,-77725.0,7231.467365295332,880.749175,-71374.28180970467
2025-10-27,2025-12,ROLL_CLOSE (Delta too low (0.01 < 0.15)),SHORT,4755.8,9.5,7090.0,-0.014948605724379394,2.3815404840289816e-05,0.0003175461170300377,0,-70553.47553086572,159250.0,-239425.0,9621.524469134321,1340.641425,-71894.11695586567
2025-10-27,2025-12,ROLL_OPEN,LONG,6934.3,381.0,7090.0,-0.316191565577874,0.00021861797265857383,0.0003175461170300377,95,-858403.4755308657,159250.0,-239425.0,9621.524469134321,1976.739175,-72530.21470586567
2025-10-28,2025-12,REBALANCE,LONG,6934.3,230.5,7660.0,-0.2028681347616963,0.0001581778483532837,0.0002809470588514731,61,-599092.3348959474,159250.0,-185275.0,8492.665104052634,2134.305375,-19666.640270947366
2025-10-29,2025-12,REBALANCE,LONG,6934.3,200.0,7890.0,-0.1804233230911585,0.00014589665940952418,0.00021938682324226645,54,-544502.4609524115,159250.0,-171245.0,7852.539047588471,2167.719525,-6310.18047741153
2025-10-30,2025-12,REBALANCE,LONG,6934.3,196.001,8005.0,-0.17188836752059977,0.00013623806346884892,0.00021698075768561534,52,-529051.8812890064,159250.0,-165035.0,7293.118710993527,2177.4055749999998,-669.2868640064726
2025-10-31,2025-12,ROLL_CLOSE (Delta too low (0.10 < 0.15)),LONG,6934.3,113.899,8845.0,-0.09869596916258683,8.11542461052023e-05,0.00018796047029233487,0,-35377.01845170971,79119.7,-121355.0,6858.281548290234,2524.0086749999996,-37901.02712670976
2025-10-31,2025-12,ROLL_OPEN,SHORT,8513.1,610.0,8845.0,0.3351038166522231,0.00015560459787543305,0.00018796047029233487,-67,679237.9815482902,79119.7,-121355.0,6858.281548290234,3126.5407499999997,-38503.559201709766
2025-11-03,2025-12,REBALANCE,SHORT,8513.1,479.999,9185.0,-0.28611570815667675,0.00014708232669504456,0.0001949255597095585,-57,588951.7176466328,79119.7,-144135.0,8422.017646632778,3182.1099999999997,-59775.39235336723
2025-11-04,2025-12,REBALANCE,SHORT,8513.1,454.5,9065.0,-0.29473083573561465,0.0001623935621646761,0.0002104811902372054,-59,607565.7875515479,79119.7,-137295.0,8906.087551547818,3193.0786499999995,-52462.29109845219
2025-11-05,2025-12,REBALANCE,SHORT,8513.1,490.0,8805.0,-0.33238213836531194,0.00018615636415503315,0.0002367572391087998,-66,669734.2802499322,79119.7,-121955.0,9439.580249932123,3230.3678249999994,-36626.08757506788
2025-11-06,2025-12,REBALANCE,SHORT,8513.1,505.0,8675.0,-0.3559857254595058,0.00020312805754264248,0.00025263555886569094,-71,713697.3619946449,79119.7,-113375.0,10027.661994644735,3256.6096999999995,-27484.24770535527
2025-12-18,2025-12,CLOSE_OPEX_END,SHORT,8513.1,193.10000000000036,8320.0,0.0,0.0,0.0,0,144908.31524348538,162499.69999999992,-88170.0,31958.61524348522,3691.2353,102597.07994348515
